"","AGE","GENDER","DOMAIN","PhD","YEARSEXP","UNIVERSITY","UOC_POSITION","USERWIKI","PU1","PU2","PU3","PEU1","PEU2","PEU3","ENJ1","ENJ2","Qu1","Qu2","Qu3","Qu4","Qu5","Vis1","Vis2","Vis3","Im1","Im2","Im3","SA1","SA2","SA3","Use1","Use2","Use3","Use4","Use5","Pf1","Pf2","Pf3","JR1","JR2","BI1","BI2","Inc1","Inc2","Inc3","Inc4","Exp1","Exp2","Exp3","Exp4","Exp5"
"209",52,"0","Ciencias de la Salud","0",1,"1","Adjunto","0","4","2","2","5","4","3","2","3","3","4","3","3","3","4","3","2","2","4","2","4","2","4","2","3","2","2","3","2","2","3","3","3","3","2","4","3","4","4","4","4","4","2","2"
"210",39,"0","Artes y Humanidades","0",7,"1","Adjunto","0","3","3","3","5","5","4","5","5","4","4","4","3","3","3","3","2","3","4","3","3","3","4","3","1","3","3","3","1","2","1","4","4","3","3","5","5","5","2","4","5","5","1","5"
"211",39,"0","Derecho y Politica","1",4,"1","Adjunto","1","3","3","1","5","4","3","5","4","2","2","2","4","2","2","4","2","2","2","3","4","4","5","2","2","2","2","2","4","5","4","4","4","2","2","4","2","2","2","2","4","4","4","2"
"212",50,"0","Derecho y Politica","0",15,"1","Adjunto","0","3","3","2","3","3","2","3","3","2","3","2","4","3","2","3","2","2","2","3","3","3","3","2","1","2","2","3","1","3","1","2","2","2","2","4","3","3","3","3","3","3","1","2"
"213",49,"0","Ingenieria y Arquitectura","0",17,"1","Adjunto","0","4","5","5","5","3","3","4","4","3","3","3","3","3","3","3","2","3","5","3","5","3","5","2","3","3","3","3","3","3","4","4","3","3","3","3","3","3","4","3","4","4","2","5"
"214",55,"0","Artes y Humanidades","0",12,"1","Adjunto","1","3","4","4","4","4","3","3","3","3","3","3","3","3","2","2","4","3","5","5","5","5","5","3","1","5","4","5","3","3","3","4","2","5","5","3","4","3","5","5","5","5","5","2"
"215",56,"0","Ingenieria y Arquitectura","1",23,"1","Adjunto","0","3","3","4","4","3","3","4","4","2","3","3","4","3","3","3","2","2","4","4","4","4","5","2","2","2","3","4","4","1","4","5","4","3","2","4","2","3","3","4","5","2","1","4"
"216",46,"0","Artes y Humanidades","0",15,"1","Adjunto","0","4","4","4","3","3","3","3","3","4","4","4","4","4","5","4","4","4","3","4","5","5","5","4","4","4","4","4","4","4","5","2","2","4","4","4","2","4","4","4","4","4","3","4"
"217",45,"0","Ciencias de la Salud","1",20,"1","Adjunto","0","4","4","4","5","5","4","5","5","4","3","4","2","4","3","3","3","3","4","4","4","4","4","3","3","3","2","4","1","4","1","4","4","4","4","4","4","4","4","4","4","5","1","4"
"218",46,"1","Ingenieria y Arquitectura","0",15,"1","Adjunto","0","3","2","2","5","5","5","5","5","3","4","3","4","2","2","5","2","1","4","3","5","5","5","1","1","2","2","3","1","1","1","5","5","3","2","5","4","5","5","3","4","4","1","4"
"219",45,"1","Artes y Humanidades","0",14,"1","Adjunto","0","2","5","5","5","5","2","5","5","4","3","3","1","4","1","1","1","1","4","1","5","1","5","2","1","3","5","1","3","2","1","5","2","5","3","3","5","3","3","5","5","5","1","4"
"220",53,"1","Artes y Humanidades","0",20,"1","Adjunto","0","3","3","5","5","5","5","3","3","1","2","3","5","1","3","4","3","3","5","2","5","5","5","2","1","3","1","5","1","3","2","5","5","2","2","5","4","3","5","1","4","3","1","4"
"221",39,"1","Ciencias de la Salud","0",6,"1","Adjunto","0","2","2","2","5","3","3","2","3","2","4","3","4","2","2","3","2","3","4","4","4","4","4","2","2","3","3","3","2","4","2","5","4","3","3","4","2","4","3","2","3","2","2","2"
"222",46,"1","Artes y Humanidades","0",1,"1","Adjunto","0","4","4","4","4","4","4","4","4","4","3","4","2","4","3","4","3","3","3","3","3","3","3","2","2","3","3","3","2","3","3","4","4","3","3","5","3","3","5","3","4","4","1","4"
"223",46,"1","Artes y Humanidades","0",15,"1","Adjunto","1","3","3","5","4","4","5","5","5","3","3","2","2","4","5","2","4","2","4","2","5","5","5","5","5","4","4","3","4","5","5","2","1","5","5","3","5","3","5","5","5","5","4","4"
"224",43,"1","Artes y Humanidades","0",7,"1","Adjunto","0","3","4","5","3","5","2","4","4","4","3","3","3","3","2","2","3","3","3","2","3","3","3","3","3","3","3","4","1","1","1","5","5","3","3","5","4","5","5","4","4","5","1","5"
"225",39,"1","Artes y Humanidades","1",7,"1","Adjunto","1","4","4","5","4","4","5","5","3","4","3","3","3","5","3","4","3","3","5","3","5","5","5","3","3","4","4","4","5","5","5","5","3","3","3","4","4","4","4","4","4","4","5","3"
"226",39,"1","Ingenieria y Arquitectura","0",10,"1","Adjunto","0","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
"227",49,"1","Derecho y Politica","0",13,"1","Adjunto","0","2","2","2","4","3","1","4","3","2","2","2","2","2","3","2","1","1","2","2","3","3","3","1","2","2","1","2","1","2","1","5","4","2","2","5","3","3","3","1","2","2","1","2"
"228",44,"1","Artes y Humanidades","1",20,"1","Adjunto","0","3","3","3","5","5","4","4","4","2","2","3","2","2","2","3","1","2","3","3","5","4","4","2","1","1","1","3","2","3","3","4","4","2","2","5","4","4","4","2","3","3","1","2"
"229",34,"1","Ingenieria y Arquitectura","0",1,"1","Adjunto","0","3","4","5","5","4","3","4","2","3","5","4","2","4","3","3","2","4","5","5","4","4","5","3","3","4","4","4","4","5","4","4","4","4","5","5","4","4","5","4","4","2","1","3"
"230",46,"1","Artes y Humanidades","0",6,"1","Adjunto","0","3","2","3","5","3","3","4","4","2","2","2","4","3","4","4","5","2","3","2","5","5","5","4","2","4","4","4","4","5","4","3","1","3","3","5","4","3","3","2","2","4","1","4"
"231",49,"1","Artes y Humanidades","0",5,"1","Adjunto","0","3","3","5","4","4","3","4","4","3","3","3","4","4","2","2","3","3","4","2","5","5","5","1","1","3","3","4","2","2","2","4","4","3","3","4","5","5","3","3","4","4","1","1"
"232",47,"1","Artes y Humanidades","0",5,"1","Adjunto","0","3","5","3","5","5","2","4","5","3","3","2","4","4","3","2","2","3","4","3","5","5","5","2","1","2","2","4","1","5","3","3","3","4","4","5","3","5","5","4","5","5","1","3"
"233",49,"1","Artes y Humanidades","0",18,"1","Adjunto","0","3","3","4","5","4","3","4","4","3","3","3","4","3","4","3","3","2","3","3","4","4","5","3","2","4","4","4","3","3","4","2","2","3","3","4","4","4","5","4","4","3","1","3"
"234",34,"1","Derecho y Politica","0",4,"1","Adjunto","0","3","3","3","5","4","4","4","4","3","4","3","3","3","3","4","2","2","4","3","5","5","5","2","2","3","3","3","2","5","3","5","5","3","3","4","3","4","4","3","4","4","2","3"
"235",45,"1","Artes y Humanidades","0",16,"1","Adjunto","0","3","3","5","5","4","5","3","4","3","4","3","4","3","3","4","1","2","4","3","5","4","4","2","1","3","3","3","1","2","3","4","3","3","3","4","4","4","3","5","5","5","2","2"
"236",35,"1","Ingenieria y Arquitectura","0",2,"1","Adjunto","0","3","3","4","4","4","4","4","4","3","3","3","3","4","3","4","1","4","4","3","5","3","5","2","2","1","1","4","1","1","1","4","3","3","3","5","1","3","3","2","4","4","1","4"
"237",40,"1","Ingenieria y Arquitectura","0",1,"1","Adjunto","0","4","4","5","4","4","4","4","4","5","5","5","2","4","4","5","4","4","5","5","5","5","5","1","2","2","3","5","4","4","3","5","3","3","4","4","3","3","3","4","3","4","1","2"
"238",33,"1","Artes y Humanidades","0",2,"1","Adjunto","0","3","3","3","4","4","4","5","5","3","4","3","2","4","3","3","3","3","4","4","5","5","5","3","1","3","3","4","3","4","3","5","5","4","4","4","4","4","4","3","5","5","1","5"
"239",34,"1","Derecho y Politica","0",8,"1","Adjunto","0","3","2","3","5","4","4","5","5","3","2","3","4","2","3","4","1","3","5","3","5","5","5","1","2","2","3","2","3","4","4","4","4","4","3","4","2","4","4","3","3","4","1","2"
"240",43,"1","Ciencias de la Salud","1",20,"1","Adjunto","0","2","3","2","4","3","3","2","2","4","4","3","4","3","3","4","2","2","4","3","4","5","5","2","1","1","1","3","4","3","3","4","3","3","3","5","5","5","5","2","2","1","2","1"
"241",52,"1","Ciencias de la Salud","1",26,"1","Adjunto","0","1","1","1","5","5","5","3","5","2","2","2","5","2","1","5","1","1","5","1","3","5","5","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","3","3","1","3"
"242",42,"1","Ciencias de la Salud","0",12,"1","Adjunto","0","4","4","4","4","5","4","4","4","3","3","3","2","3","5","3","1","3","4","1","3","4","4","1","1","1","1","3","3","2","4","3","4","2","2","5","5","5","5","2","2","2","1","4"
"243",42,"1","Ciencias","0",8,"1","Adjunto","0","2","3","2","4","4","3","3","4","3","4","4","3","2","3","3","1","3","4","3","4","4","4","1","1","3","2","3","1","1","1","4","3","2","2","4","4","4","3","3","3","3","1","1"
"244",38,"1","Ciencias de la Salud","0",2,"1","Adjunto","0","4","3","4","5","3","3","5","5","2","3","2","4","4","3","3","1","2","3","3","5","5","5","1","1","1","1","3","1","5","3","5","5","3","2","5","2","2","3","4","4","5","1","4"
"245",54,"1","Ciencias de la Salud","0",3,"1","Adjunto","0","2","2","2","5","4","3","4","4","2","2","3","4","2","2","3","2","2","4","2","5","5","5","2","2","2","2","2","2","3","4","5","5","2","3","2","2","2","2","2","2","2","1","2"
"246",48,"1","Artes y Humanidades","0",4,"1","Adjunto","0","1","1","1","4","4","4","1","4","2","3","1","4","1","1","2","1","1","3","1","3","2","3","1","1","1","1","1","1","3","1","3","3","1","1","1","1","1","1","2","2","2","1","5"
"247",45,"1","Ciencias","1",20,"1","Adjunto","0","2","2","3","4","4","3","4","4","3","3","4","5","2","2","3","1","2","4","1","4","4","5","1","1","1","1","2","1","1","1","2","1","2","2","5","5","4","3","3","3","4","1","1"
"248",47,"1","Ciencias de la Salud","0",11,"1","Adjunto","0","2","3","3","5","4","4","5","3","4","3","3","5","3","3","3","1","3","4","3","4","3","5","1","1","1","1","3","5","4","3","5","4","2","2","4","3","4","4","1","1","3","1","3"
"249",39,"1","Artes y Humanidades","1",6,"1","Adjunto","0","3","2","4","4","3","3","4","4","4","4","4","3","2","2","1","2","2","2","3","5","5","4","4","2","3","2","3","1","1","2","4","4","4","4","5","4","5","5","3","4","4","2","2"
"250",32,"1","Ciencias de la Salud","1",10,"1","Adjunto","0","3","3","3","4","4","4","4","4","3","3","3","4","3","5","4","1","2","3","1","4","5","4","1","5","2","1","3","3","2","1","3","3","3","3","5","5","5","5","3","3","4","1","3"
"251",43,"1","Ciencias de la Salud","0",11,"1","Adjunto","0","4","4","5","5","5","3","4","5","3","3","2","5","3","3","2","1","1","4","1","5","2","3","1","1","2","1","3","1","1","1","2","1","2","2","5","4","5","5","2","4","4","1","1"
"252",40,"1","Derecho y Politica","1",14,"1","Adjunto","0","2","2","2","5","4","3","3","5","2","3","2","5","3","3","3","1","2","2","2","4","4","4","1","1","1","1","2","4","4","3","2","4","1","1","4","4","4","4","1","4","4","1","1"
"253",37,"1","Ciencias de la Salud","1",12,"1","Adjunto","0","5","5","5","4","5","5","4","4","3","4","4","4","3","3","3","4","3","3","4","4","4","4","5","4","5","4","4","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5"
"254",52,"1","Derecho y Politica","1",9,"1","Adjunto","1","3","4","4","4","3","5","5","5","4","5","5","4","3","3","5","3","5","5","4","5","5","4","4","3","4","4","3","4","5","4","4","5","5","4","3","4","4","4","3","4","4","5","4"
"255",34,"1","Ciencias de la Salud","1",10,"1","Adjunto","0","4","4","3","5","5","3","2","5","2","5","3","5","1","3","3","1","1","4","1","4","1","5","1","1","1","1","2","1","5","1","1","1","1","1","5","1","5","5","1","3","3","1","1"
"256",45,"1","Artes y Humanidades","0",15,"1","Adjunto","0","3","3","3","5","5","5","3","2","3","3","3","3","3","3","5","2","2","3","2","4","4","5","1","1","2","2","3","1","1","2","2","2","3","3","3","3","3","3","3","4","1","1","2"
"257",49,"1","Ciencias de la Salud","0",18,"1","Adjunto","0","4","4","4","4","4","4","5","4","3","4","3","3","3","4","3","3","2","2","2","4","4","4","2","4","2","3","3","1","1","2","4","4","3","4","5","4","4","4","4","4","4","2","4"
"258",46,"1","Ciencias de la Salud","0",7,"1","Adjunto","0","5","5","5","5","5","5","5","5","3","3","3","3","4","3","3","5","3","3","3","5","5","5","4","2","3","4","3","3","2","3","4","3","3","4","5","5","5","5","3","5","5","2","1"
"259",42,"1","Derecho y Politica","1",17,"1","Adjunto","0","2","3","3","4","3","3","4","3","2","2","2","4","3","3","3","2","2","3","3","4","3","3","2","2","2","2","2","3","3","3","3","3","2","2","4","3","4","4","2","2","4","2","2"
"260",49,"1","Artes y Humanidades","0",4,"1","Adjunto","0","3","3","2","5","4","3","5","5","2","2","2","4","2","2","3","1","1","5","2","5","5","5","1","2","1","1","2","2","4","4","4","4","1","1","3","3","3","3","2","2","2","2","2"
"261",41,"1","Artes y Humanidades","1",2,"1","Adjunto","1","3","3","4","5","5","4","3","5","3","4","3","3","4","3","4","3","2","2","3","4","4","4","2","2","4","2","3","3","4","3","5","4","4","4","5","3","5","3","4","4","4","4","2"
"262",41,"1","Artes y Humanidades","0",6,"1","Adjunto","0","3","2","3","4","4","4","2","2","2","2","2","3","1","1","2","1","2","4","2","5","5","5","1","1","2","2","2","2","3","1","4","2","2","2","4","3","3","4","1","1","1","1","1"
"263",31,"1","Ingenieria y Arquitectura","0",1,"1","Adjunto","0","4","4","3","4","4","4","4","4","3","3","4","3","3","3","2","2","3","3","3","3","3","3","3","3","2","2","3","2","4","4","3","3","3","3","4","4","4","4","3","3","3","3","3"
"264",43,"1","Artes y Humanidades","1",20,"1","Adjunto","0","2","3","3","5","3","4","1","5","2","4","2","5","4","5","2","1","1","2","1","5","5","5","1","2","1","1","2","5","3","5","5","5","1","1","3","1","4","2","2","2","2","1","2"
"265",33,"1","Artes y Humanidades","0",10,"1","Adjunto","1","3","4","4","5","5","4","4","4","4","4","3","5","4","4","5","2","1","3","2","5","5","5","2","1","4","4","4","2","3","3","4","4","4","4","4","3","3","3","3","5","5","3","4"
"266",54,"1","Artes y Humanidades","1",4,"1","Adjunto","0","1","1","2","5","3","5","3","3","2","3","3","1","1","2","4","1","1","3","1","4","4","4","1","1","1","1","1","1","1","1","1","1","1","1","4","2","4","4","1","1","3","1","1"
"267",40,"1","Derecho y Politica","1",17,"1","Adjunto","0","2","2","2","3","3","3","2","3","2","3","2","5","3","3","3","1","1","4","1","4","4","4","1","1","1","1","2","3","3","4","4","4","2","2","4","2","4","3","2","2","3","2","2"
"268",34,"1","Ciencias","0",5,"1","Adjunto","0","3","3","3","4","4","3","4","4","4","4","4","3","4","3","3","1","3","4","3","5","5","4","1","1","2","2","3","1","1","2","4","3","2","2","4","3","3","4","1","3","3","1","1"
"269",48,"1","Derecho y Politica","0",6,"1","Adjunto","0","3","2","3","5","5","2","3","3","4","4","3","3","2","3","2","2","2","2","3","4","4","5","3","3","2","2","4","2","2","1","3","4","3","3","5","2","2","2","4","4","4","1","2"
"270",42,"1","Derecho y Politica","0",3,"1","Adjunto","0","4","4","4","5","5","3","4","5","3","4","3","5","4","4","3","2","2","5","2","5","5","5","1","1","2","2","3","2","4","1","5","5","4","3","5","3","4","5","1","4","5","1","1"
"271",28,"1","Ingenieria y Arquitectura","0",1,"1","Adjunto","0","3","3","3","5","4","4","4","4","3","3","3","3","3","3","4","3","4","4","4","4","4","4","3","3","2","4","4","3","5","2","5","5","3","3","4","3","3","4","3","3","3","3","2"
"272",37,"1","Ciencias de la Salud","0",8,"1","Adjunto","0","3","3","3","4","3","2","3","3","3","3","3","5","3","3","3","2","2","3","2","4","4","4","2","2","3","2","2","2","4","2","4","4","3","3","3","3","3","3","3","3","2","2","3"
"273",55,"1","Artes y Humanidades","0",15,"1","Adjunto","0","3","4","3","4","4","4","4","4","3","3","3","3","3","3","3","3","2","3","3","4","4","4","3","3","3","3","4","1","2","2","4","4","3","4","4","3","4","3","3","4","4","2","5"
"274",30,"1","Artes y Humanidades","1",4,"1","Adjunto","0","3","3","4","5","2","4","4","4","3","3","3","4","3","3","3","1","1","2","5","5","5","5","3","1","1","1","3","1","3","1","5","3","5","5","5","5","5","5","3","5","5","1","1"
"275",32,"1","Artes y Humanidades","0",6,"1","Adjunto","0","2","3","5","5","3","3","4","4","2","3","2","2","2","2","3","1","1","1","1","4","4","4","2","2","2","2","5","2","2","1","3","3","2","3","5","2","2","5","4","5","5","1","2"
"276",38,"1","Ciencias de la Salud","0",7,"1","Adjunto","0","4","4","4","4","4","3","3","5","3","4","4","3","3","4","5","2","3","2","3","4","5","4","1","4","3","3","4","4","4","3","5","4","4","5","4","2","5","3","3","4","2","1","4"
"277",42,"1","Ingenieria y Arquitectura","1",20,"1","Adjunto","0","2","2","3","4","4","3","3","3","2","3","2","3","2","2","3","2","1","3","2","4","3","4","2","1","2","2","3","1","3","2","3","2","2","2","3","3","3","3","2","3","2","1","1"
"278",42,"1","Derecho y Politica","1",15,"1","Adjunto","0","3","3","3","4","4","4","4","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","2","3","3","3","3","3","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
"279",31,"1","Derecho y Politica","0",4,"1","Adjunto","0","2","3","2","3","3","3","4","4","2","3","2","5","1","3","3","1","1","2","2","4","4","4","1","2","2","2","2","2","3","3","5","5","4","3","3","5","5","3","2","2","4","2","2"
"280",32,"1","Derecho y Politica","1",8,"1","Adjunto","0","3","2","3","4","4","3","5","4","3","3","3","4","3","2","3","1","2","3","3","4","4","3","1","1","1","2","2","1","3","1","3","2","1","1","4","3","4","3","3","4","4","1","1"
"281",46,"1","Artes y Humanidades","0",5,"1","Adjunto","0","1","2","2","5","5","3","1","5","3","3","1","5","3","2","3","1","2","2","1","5","5","5","1","1","1","1","3","1","3","1","1","1","3","3","1","1","2","1","1","3","3","1","1"
"282",31,"1","Artes y Humanidades","0",4,"1","Adjunto","1","2","2","3","4","4","3","3","4","3","4","3","5","3","3","3","2","3","4","3","3","3","3","1","1","2","2","3","1","2","1","2","1","1","1","3","3","3","3","2","2","4","2","1"
"283",35,"1","Derecho y Politica","1",8,"1","Adjunto","0","3","2","3","5","3","2","4","4","3","3","3","3","4","3","1","1","2","2","2","4","4","5","2","1","1","3","2","3","2","3","1","3","2","3","5","2","2","5","4","4","4","1","5"
"284",44,"1","Derecho y Politica","1",20,"1","Adjunto","0","4","2","3","5","5","4","5","5","2","3","3","2","2","2","2","1","2","1","2","2","3","5","2","2","2","1","1","3","2","2","2","1","2","2","3","3","3","3","2","3","2","2","2"
"285",31,"1","Ciencias de la Salud","1",4,"1","Adjunto","0","3","2","3","4","4","3","3","4","3","4","3","4","3","3","3","1","2","4","3","4","4","4","1","1","1","1","3","1","1","1","3","4","3","2","4","3","5","3","1","1","1","1","1"
"286",34,"1","Artes y Humanidades","1",6,"1","Adjunto","0","3","2","5","4","5","5","5","5","3","4","3","4","3","3","3","1","2","2","2","5","5","5","3","2","1","1","3","2","3","2","2","2","3","3","5","4","4","4","4","4","4","2","1"
"287",46,"1","Artes y Humanidades","0",4,"1","Adjunto","1","4","4","4","4","4","4","4","4","3","3","3","3","3","3","3","3","3","3","3","3","4","3","4","3","4","4","3","3","2","3","4","4","4","4","3","3","4","3","4","3","4","3","4"
"288",45,"1","Ciencias de la Salud","1",4,"1","Adjunto","0","3","3","3","4","2","2","4","4","3","2","2","3","2","3","3","3","3","3","3","4","4","4","3","3","3","3","4","3","2","3","3","3","3","3","5","5","5","5","4","4","4","3","3"
"289",33,"1","Artes y Humanidades","1",4,"1","Adjunto","0","2","4","5","5","5","3","5","5","4","3","4","2","3","3","4","1","2","4","2","4","4","4","1","4","3","2","4","3","2","3","4","4","3","4","4","3","3","3","3","4","5","2","4"
"290",38,"1","Artes y Humanidades","0",4,"1","Adjunto","0","4","4","4","3","4","3","4","4","5","5","5","2","4","4","4","2","3","3","4","3","2","2","1","1","1","2","5","1","1","4","2","2","5","4","5","1","1","2","2","2","4","2","1"
"291",31,"1","Ciencias","0",3,"1","Adjunto","0","2","2","3","5","4","3","4","4","3","3","2","5","3","3","3","4","3","4","3","4","5","4","1","1","3","3","3","1","3","1","5","4","3","3","4","3","3","3","2","3","2","1","1"
"292",41,"1","Derecho y Politica","1",15,"1","Adjunto","0","2","2","2","4","2","2","3","2","2","2","2","5","3","2","3","1","2","4","2","4","2","4","2","2","2","2","2","2","2","2","2","2","2","2","4","5","4","3","2","2","2","2","2"
"293",54,"1","Derecho y Politica","0",20,"1","Adjunto","0","2","3","3","4","4","2","3","3","3","3","2","4","3","2","2","1","1","4","3","5","5","4","2","1","2","2","2","2","2","2","5","4","3","3","5","5","5","5","3","4","4","1","1"
"294",52,"1","Artes y Humanidades","0",5,"1","Adjunto","1","3","3","4","5","5","1","3","3","3","3","3","3","3","3","1","1","3","4","4","5","4","5","1","1","3","3","4","1","2","1","3","4","2","1","3","3","4","4","2","4","5","1","3"
"295",39,"1","Ciencias de la Salud","0",4,"1","Adjunto","0","3","3","3","5","5","3","3","4","1","4","3","3","3","2","3","3","3","3","3","3","3","3","1","1","3","3","3","1","3","1","5","5","1","3","5","5","5","5","2","2","2","1","4"
"296",49,"1","Artes y Humanidades","0",3,"1","Adjunto","0","4","4","5","5","5","2","5","3","4","4","4","2","3","3","3","3","3","4","3","4","5","5","1","1","3","1","4","1","3","2","3","3","3","3","4","2","2","3","3","2","3","1","5"
"297",44,"1","Artes y Humanidades","0",4,"1","Adjunto","0","5","5","5","5","5","3","5","5","4","4","3","3","3","3","3","3","4","4","3","4","4","5","3","1","3","3","4","3","3","3","5","3","3","3","3","3","5","3","5","5","5","1","3"
"298",41,"1","Ingenieria y Arquitectura","0",3,"1","Adjunto","1","5","3","5","5","5","5","3","5","3","3","2","4","4","3","3","4","4","4","1","5","5","5","4","3","4","3","3","5","5","5","5","5","3","4","5","5","2","2","4","4","4","3","5"
"299",48,"1","Artes y Humanidades","1",21,"1","Adjunto","0","2","2","2","3","3","4","4","4","2","2","3","4","3","3","3","1","1","3","2","5","5","5","1","1","3","2","2","5","5","5","5","4","3","3","3","4","3","4","3","3","2","1","4"
"300",36,"1","Derecho y Politica","0",11,"1","Adjunto","0","3","3","3","3","3","3","3","3","3","3","3","4","4","3","3","1","3","4","3","3","3","3","1","1","1","1","3","1","2","2","3","2","2","2","3","3","4","4","1","1","1","1","1"
"301",40,"1","Derecho y Politica","0",10,"1","Adjunto","0","4","4","4","5","5","3","5","4","3","3","3","3","2","4","4","4","4","4","4","5","5","5","3","3","4","4","5","4","4","4","5","4","4","5","4","4","5","4","4","4","4","3","5"
"302",31,"1","Ciencias de la Salud","1",6,"1","Adjunto","0","1","1","3","5","4","3","1","2","3","3","2","3","3","3","3","1","1","2","2","2","5","5","1","2","2","2","1","1","4","3","5","4","2","2","3","2","3","5","3","3","3","2","3"
"303",33,"1","Ciencias","1",10,"1","Adjunto","0","5","5","4","5","5","5","5","5","3","3","3","3","2","2","3","1","1","4","2","4","5","5","1","1","1","1","2","3","3","2","5","5","4","4","3","2","2","4","3","3","3","2","4"
"304",33,"1","Ciencias de la Salud","1",8,"1","Adjunto","0","2","3","3","5","4","3","3","5","4","4","4","5","4","3","4","3","3","4","3","4","3","5","2","1","2","2","4","2","4","2","4","3","3","3","4","3","3","5","3","4","4","1","3"
"305",47,"1","Artes y Humanidades","0",15,"1","Adjunto","0","3","3","4","4","4","3","4","4","3","4","4","3","4","4","3","3","3","4","4","4","4","4","2","2","4","4","4","1","1","1","4","4","4","4","4","4","4","4","3","4","4","1","4"
"306",35,"1","Artes y Humanidades","0",2,"1","Adjunto","0","5","5","5","5","5","5","5","5","5","5","5","3","5","3","3","5","5","3","3","5","5","5","3","1","5","5","5","5","5","3","3","3","5","5","5","5","3","3","5","5","5","1","5"
"307",44,"1","Ciencias de la Salud","0",15,"1","Adjunto","0","2","2","2","4","2","2","1","2","1","1","1","5","1","2","2","1","2","2","2","3","1","4","1","1","1","1","4","1","1","1","5","3","3","3","5","5","5","5","1","3","3","1","1"
"308",54,"1","Ciencias de la Salud","0",2,"1","Adjunto","0","3","2","3","4","4","3","4","4","2","3","2","3","3","3","3","3","2","3","4","4","4","4","3","1","4","4","3","2","2","2","5","4","3","3","3","3","4","3","4","4","4","2","3"
"309",36,"1","Ciencias de la Salud","0",1,"1","Adjunto","0","4","3","3","5","4","3","5","5","3","3","2","4","3","4","3","2","2","3","3","5","5","5","2","1","3","3","4","1","2","1","5","5","3","3","4","5","5","4","2","4","4","1","2"
"310",48,"1","Ciencias de la Salud","0",1,"1","Adjunto","0","5","5","5","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","4","4","4","2","2","3","3","4","2","2","2","5","5","5","5","4","4","4","4","2","2","2","3","2"
"311",35,"1","Ciencias","0",10,"1","Adjunto","0","4","4","4","4","4","3","5","2","4","4","4","2","4","4","3","2","3","4","4","2","4","4","3","4","4","4","4","4","5","1","5","4","4","4","5","2","4","5","3","4","5","1","5"
"312",43,"1","Derecho y Politica","0",10,"1","Adjunto","0","2","2","4","5","5","3","5","4","4","4","4","4","4","3","3","1","3","4","4","5","5","5","2","2","4","4","4","1","1","1","3","3","4","3","4","3","3","2","1","4","4","1","1"
"313",40,"1","Artes y Humanidades","1",9,"1","Adjunto","0","3","3","4","5","5","3","3","4","3","3","3","3","3","3","3","2","2","3","3","5","5","5","3","3","3","3","4","1","3","3","3","3","4","4","5","5","3","5","3","3","3","1","1"
"314",49,"1","Artes y Humanidades","0",0,"1","Adjunto","0","2","2","3","4","3","3","2","3","2","2","2","2","2","2","2","1","2","2","2","5","5","5","1","1","2","2","3","1","3","3","3","3","2","2","3","4","5","5","2","2","2","2","2"
